ADD/CHG/DEL/WDR;Unique UN Assigned ID; ABIE/ BBIE/ ASBIE/ACC/BCC/ASCC/DT/CC/SC;Dictionary Entry Name (auto generated);Definition Mandatory;Working comments and instructions;Publication comments;Object Class Term Qualifier(s);Object Class Term;Property Term Qualifier(s);Property Term;Datatype Qualifier(s);Representation Term;Qualified Data Type UID;Associated Object Class Term Qualifier(s);Associated Object Class;Business Term(s);Usage Rule(s);Sequence Number;Occurrence Min;Occurrence Max;Context Categories Mandatory for BIE's;;;;;;;;;;;;;;;;;;;;;;;;Facets To restrict the set of values of Content Component or Supplementary Components;;;;;;;;;;;;;
;UN01001575;BBIE;Referenced_ Document. Line. Identifier;The unique identifier of a line in this referenced document.;;;Referenced;Document;;Line;;Identifier;;;;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001576;BBIE;Referenced_ Document. Line Status. Code;The code specifying the status of a line in this referenced document.;;;Referenced;Document;;Line Status;;Code;;;;;;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001577;BBIE;Referenced_ Document. Type. Code;The code specifying the type of referenced document.;;;Referenced;Document;;Type;Document;Code;UN02000006;;;;UNCL 1001;;0;1;Trade;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002527;BBIE;Referenced_ Document. Relationship Type. Code;The code specifying the type of relationship between this referenced document and another artefact, such as a replacement of an original document.;;;Referenced;Document;;Relationship Type;Reference;Code;UN02000048;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002558;ABIE;Referenced_ Location. Details;A reference to a physical location or place.;;;Referenced;Location;;;;;;;;;;;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002559;BBIE;Referenced_ Location. Identification. Identifier;The unique identifier for this referenced location.;;;Referenced;Location;;Identification;;Identifier;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002560;BBIE;Referenced_ Location. Name. Text;A name, expressed as text, of this referenced location.;;;Referenced;Location;;Name;;Text;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002500;ABIE;Referenced_ Party. Details;A reference to an individual, a group, or a body having a role in a business function.;;;Referenced;Party;;;;;;;;;;;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002501;BBIE;Referenced_ Party. Identification. Identifier;The unique identifier of this referenced party.;;;Referenced;Party;;Identification;;Identifier;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002502;BBIE;Referenced_ Party. Name. Text;The name, expressed as text, of this referenced party.;;;Referenced;Party;;Name;;Text;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002503;BBIE;Referenced_ Party. Role. Code;The code specifying the role of this referenced party.;;;Referenced;Party;;Role;Party Role;Code;UN02000044;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002504;BBIE;Referenced_ Party. Type. Code;A code specifying the type of this referenced party that is independent of its role.;;;Referenced;Party;;Type;;Code;;;;;;;0;unbounded;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002505;ASBIE;Referenced_ Party. Specified. Unstructured_ Address;The specified unstructured address for this referenced party.;;;Referenced;Party;;Specified;;;;Unstructured;Address;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002506;ASBIE;Referenced_ Party. Defined. Referenced_ Contact;A referenced contact defined for this referenced party.;;;Referenced;Party;;Defined;;;;Referenced;Contact;;;;0;unbounded;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
ADD;UN01002507;ASBIE;Referenced_ Party. Specified. Authoritative Signatory_ Person;The specified authoritative signatory person of this referenced party.;;;Referenced;Party;;Specified;;;;Authoritative Signatory;Person;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002248;ABIE;Referenced_ Regulation. Details;A referenced regulation is a principle, rule, or law that is referenced.;;;Referenced;Regulation;;;;;;;;;MSDS Regulation details;;;;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002249;BBIE;Referenced_ Regulation. Agency Name. Text;The agency name, expressed as text, for this referenced regulation.;;;Referenced;Regulation;;Agency Name;;Text;;;;;A governmental or quasi-governmental entity that issues a regulation or rule.;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002250;BBIE;Referenced_ Regulation. Identification. Identifier;The unique identifier for this referenced regulation.;;;Referenced;Regulation;;Identification;;Identifier;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002251;BBIE;Referenced_ Regulation. Name. Text;The name, expressed as text, for this referenced regulation.;;;Referenced;Regulation;;Name;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002252;BBIE;Referenced_ Regulation. Description. Text;The textual description of this referenced regulation.;;;Referenced;Regulation;;Description;;Text;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002253;BBIE;Referenced_ Regulation. Citation. Text;The citation, expressed as text, in this referenced regulation.;;;Referenced;Regulation;;Citation;;Text;;;;;A reference to a specific clause or element a regulatory document;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002254;BBIE;Referenced_ Regulation. Source. Code;The code specifying the source of this referenced regulation.;;;Referenced;Regulation;;Source;;Code;;;;;;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002255;BBIE;Referenced_ Regulation. Origin Country. Identifier;The unique identifier of the country of origin of this referenced regulation.;;;Referenced;Regulation;;Origin Country;;Identifier;;;;;The identifier of the country of origin.;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000156;ABIE;Reference_ Document. Details;A document that provides reference information.;;;Reference;Document;;;;;;;;;;;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000157;BBIE;Reference_ Document. Name. Text;The name, expressed as text, for this reference document.;;;Reference;Document;;Name;;Text;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000158;BBIE;Reference_ Document. Description. Text;The textual description of this reference document.;;;Reference;Document;;Description;;Text;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000101;ABIE;Registration Agency_ Contact. Details;A person or department that acts as a point of contact with another person or department for a registration agency.;;;Registration Agency;Contact;;;;;;;;;;;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000102;BBIE;Registration Agency_ Contact. Identification. Identifier;The unique identifier for this registration agency contact.;;;Registration Agency;Contact;;Identification;;Identifier;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000103;BBIE;Registration Agency_ Contact. Job Title. Text;The job title, position or designation, expressed as text, of this registration agency contact person.;;;Registration Agency;Contact;;Job Title;;Text;;;;Pre-registration Agency Official Title;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000104;BBIE;Registration Agency_ Contact. Governmental_ Responsibility. Text;The governmental responsibility, expressed as text for this registration agency contact.;;;Registration Agency;Contact;Governmental;Responsibility;;Text;;;;Pre-registration Agency Government Title;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000105;BBIE;Registration Agency_ Contact. Person Name. Text;The name, expressed as text, of this registration agency contact person.;;;Registration Agency;Contact;;Person Name;;Text;;;;;;;0;1;In All Contexts;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000123;ABIE;Registration Application_ Document. Details;A registration application document that provides information or evidence for the application receiver.;;;Registration Application;Document;;;;;;;;Prequalification Application;;;;;Partner Identification;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000124;BBIE;Registration Application_ Document. Identification. Identifier;The unique identifier of this registration application document.;;;Registration Application;Document;;Identification;;Identifier;;;;;;;0;1;Partner Identification;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000125;BBIE;Registration Application_ Document. Name. Text;The name, expressed as text, for this registration application document.;;;Registration Application;Document;;Name;;Text;;;;Document Name;;;0;1;Partner Identification;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01000126;BBIE;Registration Application_ Document. Submission. Date Time;The date, time, date time or other date time value for the submission for this registration application document.;;;Registration Application;Document;;Submission;;Date Time;;;;Applying Date;;;0;1;Partner Identification;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002409;ABIE;Registry Product_ Status. Details;A registry product status is the information relevant to a condition of a registry product.;;;Registry Product;Status;;;;;;;;;;;;;Product Registration;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002410;BBIE;Registry Product_ Status. Registration_ Condition. Code;The code specifying the registration status condition of this registry product.;;;Registry Product;Status;Registration;Condition;;Code;;;;Registry Catalogue Item State;;;1;1;Product Registration;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002411;BBIE;Registry Product_ Status. Registration_ Reference. Date Time;The reference date, time, date time or other date time value for this registry product registration status.;;;Registry Product;Status;Registration;Reference;;Date Time;;;;Registration Date;;;0;1;Product Registration;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002412;BBIE;Registry Product_ Status. Discontinuation_ Reference. Date Time;The reference date, time, date time or other date time value for this registry product discontinuation status.;;;Registry Product;Status;Discontinuation;Reference;;Date Time;;;;Discontinued Date;;;0;1;Product Registration;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002413;BBIE;Registry Product_ Status. Cancellation_ Reference. Date Time;The reference date, time, date time or other date time value for this registry product cancellation status.;;;Registry Product;Status;Cancellation;Reference;;Date Time;;;;Cancelled Date;;;0;1;Product Registration;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002414;BBIE;Registry Product_ Status. Deletion_ Reference. Date Time;The reference date, time, date time or other date time value for this registry product deletion status.;;;Registry Product;Status;Deletion;Reference;;Date Time;;;;Deletion Date;;;0;1;Product Registration;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002415;BBIE;Registry Product_ Status. Latest Change_ Reference. Date Time;The reference date, time, date time or other date time value of the latest change for this registry product status.;;;Registry Product;Status;Latest Change;Reference;;Date Time;;;;Last Changed Date;;;0;1;Product Registration;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002324;ABIE;Regulated_ Dangerous Goods. Details;Regulated dangerous goods is a hazardous or non-hazardous substance which may pose risks to people and/or the environment for which the transportation is regulated by dangerous goods regulations.;;;Regulated;Dangerous Goods;;;;;;;;;Product transportation details;;;;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002325;BBIE;Regulated_ Dangerous Goods. UNDG Identification. Code;The code specifying the unique United Nations Dangerous Goods (UNDG) identifier assigned to these regulated dangerous goods.;;;Regulated;Dangerous Goods;;UNDG Identification;;Code;;;;;"The identification number assigned to each Proper Shipping Name (PSN), prefixed either by ""UN"" (United Nations) or ""NA"" (North American).";;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002326;BBIE;Regulated_ Dangerous Goods. Regulatory Authority Name. Text;The regulatory authority name, expressed as text, for these regulated dangerous goods.;;;Regulated;Dangerous Goods;;Regulatory Authority Name;;Text;;;;;The complete textual name of the Transportation Regulatory Authority.;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002327;BBIE;Regulated_ Dangerous Goods. Technical Name. Text;The technical name, expressed as text, for these regulated dangerous goods.;;;Regulated;Dangerous Goods;;Technical Name;;Text;;;;Proper Shipping Name;The standard identification or name prescribed by the transportation regulatory organization for the shipment of the product.;;1;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002328;BBIE;Regulated_ Dangerous Goods. Information. Text;The textual information for these regulated dangerous goods.;;;Regulated;Dangerous Goods;;Information;;Text;;;;;Textual information regarding transportation of the product.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002329;BBIE;Regulated_ Dangerous Goods. Packaging Danger Level. Code;The code specifying the packaging danger level for these regulated dangerous goods.;;;Regulated;Dangerous Goods;;Packaging Danger Level;;Code;;;;;The designation that stands for the classification according to the degree of the danger presented by the product.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002330;BBIE;Regulated_ Dangerous Goods. Hazard Classification. Identifier;The unique hazard classification identifier for these regulated dangerous goods.;;;Regulated;Dangerous Goods;;Hazard Classification;;Identifier;;;;;A description of the category of the primary hazard assigned to the product.;;0;1;MSDS Reporting;;;In All Contexts;;;In All Contexts;;;US;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001994;ABIE;Reported_ Hierarchical Structure. Details;A reported hierarchical structure is a ranking structure used to organize work and to summarize data that is being reported on.;;;Reported;Hierarchical Structure;;;;;;;;;;;;;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001995;BBIE;Reported_ Hierarchical Structure. Identification. Identifier;The unique identifier for this reported hierarchical structure.;;;Reported;Hierarchical Structure;;Identification;;Identifier;;;;;;;1;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001996;BBIE;Reported_ Hierarchical Structure. Name. Text;The name, expressed as text, of this reported hierarchical structure.;;;Reported;Hierarchical Structure;;Name;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001997;BBIE;Reported_ Hierarchical Structure. Description. Text;The textual description of this reported hierarchical structure.;;;Reported;Hierarchical Structure;;Description;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001998;BBIE;Reported_ Hierarchical Structure. Type. Code;The code specifying the type of the reported hierarchical structure, such as a work breakdown or organizational breakdown.;;;Reported;Hierarchical Structure;;Type;Hierarchical Structure Type;Code;UN02000030;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01001999;ASBIE;Reported_ Hierarchical Structure. Component. Reporting_ Data Node;A reporting data node that is a component of this reported hierarchical structure.;;;Reported;Hierarchical Structure;;Component;;;;Reporting;Data Node;;;;1;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002000;ASBIE;Reported_ Hierarchical Structure. Used. Progress Monitored_ Project;A progress monitored project that is used by this project reported hierarchical structure.;;;Reported;Hierarchical Structure;;Used;;;;Progress Monitored;Project;;;;0;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002001;ASBIE;Reported_ Hierarchical Structure. Associated. Project_ Cost;A project cost associated with this reported hierarchical structure.;;;Reported;Hierarchical Structure;;Associated;;;;Project;Cost;;;;0;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002002;ABIE;Reporting_ Data Node. Details;A reporting data node is a single element or node within a data structure where reporting occurs, e.g. work breakdown structure or organizational breakdown structure.;;;Reporting;Data Node;;;;;;;;;;;;;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002003;BBIE;Reporting_ Data Node. Identification. Identifier;The unique identifier of this reporting data node.;;;Reporting;Data Node;;Identification;;Identifier;;;;;;;1;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002004;BBIE;Reporting_ Data Node. Associated Cost_ Identification. Identifier;A unique identifier for an associated cost for this reporting data node.;;;Reporting;Data Node;Associated Cost;Identification;;Identifier;;;;;;;0;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002005;BBIE;Reporting_ Data Node. Variance Analysis Note_ Identification. Identifier;A unique identifier for a variance analysis note of this reporting data node.;;;Reporting;Data Node;Variance Analysis Note;Identification;;Identifier;;;;;;;0;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002006;BBIE;Reporting_ Data Node. Parent Node_ Identification. Identifier;A unique identifier for a parent reporting data node of this reporting data node.;;;Reporting;Data Node;Parent Node;Identification;;Identifier;;;;;;;0;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002007;BBIE;Reporting_ Data Node. Data Structure_ Identification. Identifier;The unique identifier for the data structure that contains this reporting data node.;;;Reporting;Data Node;Data Structure;Identification;;Identifier;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002008;BBIE;Reporting_ Data Node. Cross Reference_ Identification. Identifier;A unique identifier of a cross reference for this reporting data node.;;;Reporting;Data Node;Cross Reference;Identification;;Identifier;;;;;;;0;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002009;BBIE;Reporting_ Data Node. Name. Text;The name, expressed as text, for this reporting data node.;;;Reporting;Data Node;;Name;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002010;BBIE;Reporting_ Data Node. Description. Text;The textual description of this reporting data node.;;;Reporting;Data Node;;Description;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002011;BBIE;Reporting_ Data Node. Risk Level_ Description. Text;The textual description of the risk level of this reporting data node.;;;Reporting;Data Node;Risk Level;Description;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002012;BBIE;Reporting_ Data Node. Hierarchical Level. Numeric;The number (integer) indicating how deeply nested within the overall tree structure this reporting data node lies.  For example, level 1 may mean it is a top level node, and level 4 may mean that there are three levels of nodes above this node in the tree.;;;Reporting;Data Node;;Hierarchical Level;;Numeric;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002013;BBIE;Reporting_ Data Node. Earned Value_ Calculation Method. Code;The code specifying the method used by this reporting data node to calculate earned value.;;;Reporting;Data Node;Earned Value;Calculation Method;;Code;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002014;BBIE;Reporting_ Data Node. Summary Exclusion. Indicator;The indication of whether or not the values within this reporting data node should be excluded from summaries at a higher level.;;;Reporting;Data Node;;Summary Exclusion;;Indicator;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002015;BBIE;Reporting_ Data Node. Sequence. Numeric;The number indicating the sequence of this reporting data node among all other reporting data nodes at the same level in the hierarchical tree.;;;Reporting;Data Node;;Sequence;;Numeric;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002016;ASBIE;Reporting_ Data Node. Subordinate. Reporting_ Data Node;A reporting data node that is subordinate to this reporting data node.;;;Reporting;Data Node;;Subordinate;;;;Reporting;Data Node;;;;0;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002017;ABIE;Requesting_ Party. Details;An individual, a group, or a body having a role as a requestor.;;;Requesting;Party;;;;;;;;;;;;;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002018;BBIE;Requesting_ Party. Identification. Identifier;The unique identifier for this requesting party.;;;Requesting;Party;;Identification;;Identifier;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002019;BBIE;Requesting_ Party. Type. Code;The code specifying the type of requesting party.;;;Requesting;Party;;Type;;Code;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002020;BBIE;Requesting_ Party. Name. Text;The name, expressed as text, for this requesting party.;;;Requesting;Party;;Name;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002021;BBIE;Requesting_ Party. Description. Text;The textual description of this requesting party.;;;Requesting;Party;;Description;;Text;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002022;BBIE;Requesting_ Party. Access Rights. Code;The code specifying the access rights, such as unlimited, restricted, prohibited, for this requesting party.;;;Requesting;Party;;Access Rights;;Code;;;;;;;0;1;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
;UN01002023;BBIE;Requesting_ Party. Language. Code;A code specifying a language for this requesting party.;;;Requesting;Party;;Language;;Code;;;;;;;0;unbounded;Project Management;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;None;;;In All Contexts;;;In All Contexts;;;In All Contexts;;;;;;;;;;;;;;;;
